angDist,SourceID,RA,DEC,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff,B_Teff,logg,b_logg,B_logg,[Fe/H],b_[Fe/H],B_[Fe/H],Dist,b_Dist,B_Dist,A0,b_A0,B_A0,AG,b_AG,B_AG,E(BP-RP),b_E(BP-RP),B_E(BP-RP),Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000
0.046913,1917,4.996078649999999,59.26273355,Gaia DR3 428243290649697792,4.99608712774,59.26272126008,0.000,0.000,134,1636148068921376768,428243290649697792,752965239,0.0603,0.0599,0.3259,0.0844,3.8622,2.205,-1.451,0.075,-1.661,0.077,-0.2438,0.0463,-0.2325,-0.0672,0.0071,-0.1127,0.0637,-0.1141,0.2262,-0.3729,464,0,463,1,-1.9698,4.1819e+02,0.000,0.0000e+00,31,0,1.433,,,,,,,,52,27,0.123966,59,1.651e-02,5.864e+01,0,0,0.935,0,498,1628.82669,1.27704e+00,1.27547e+03,17.657681,0.002884,50,6.56228e+02,8.41290e+00,7.80025e+01,18.295906,0.014196,51,1.40415e+03,9.60305e+00,1.46219e+02,16.879362,0.008332,1.265,0,5,0,3,0,1.416544,0.638226,0.778318,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999997,5088.1,5019.5,5171.1,4.7727,4.7492,4.7901,-1.5776,-1.6852,-1.4825,1056.5592,1016.2263,1110.9930,1.0354,0.9741,1.0999,0.8125,0.7627,0.8657,0.4449,0.4171,0.4744,MARCS,4.99609974625,59.26272864176,1.207884,1.230940,-0.3607
0.131978,1918,4.964643150000001,59.31795525,Gaia DR3 428243909124928128,4.96468565378,59.31792569336,0.000,0.000,143,1636148068921376768,428243909124928128,521148059,0.1637,0.1776,-0.0217,0.2301,-0.0945,1.472,-1.070,0.211,-1.011,0.225,-0.2778,0.1535,-0.0833,-0.1299,-0.0650,-0.1633,0.1115,-0.1579,0.1606,-0.3629,449,0,444,5,-0.3034,4.4777e+02,0.000,0.0000e+00,95,0,,1.4111,0.0462,-0.107,0.072,0.012,-0.034,0.061,51,27,0.356119,59,1.240e-02,1.003e+02,0,0,0.989,0,479,361.88158,8.20606e-01,4.40993e+02,19.290951,0.003695,54,1.17900e+02,4.54436e+00,2.59443e+01,20.159754,0.041942,55,3.32964e+02,5.62916e+00,5.91499e+01,18.441902,0.018741,1.246,0,1,0,1,0,1.717852,0.868803,0.849049,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999971,,,,,,,,,,,,,,,,,,,,,,,4.96469497019,59.31793018580,3.401171,3.584024,-0.3489
0.076928,1920,5.1482656,59.34505635,Gaia DR3 428244557658387328,5.14824927583,59.34503666867,0.000,0.000,135,1636148068921376768,428244557658387328,653634423,0.1072,0.1074,0.4734,0.1582,2.9922,3.102,1.373,0.134,-2.782,0.143,-0.2030,0.3385,-0.1327,-0.0467,-0.0271,-0.1598,0.1485,-0.1950,0.2319,-0.3658,446,0,444,2,1.8250,5.1638e+02,0.216,3.2643e-01,31,0,1.351,,,,,,,,52,26,0.227902,59,2.046e-02,5.305e+01,0,0,1.061,0,457,701.79701,1.06449e+00,6.59283e+02,18.571838,0.003210,54,2.22471e+02,8.14659e+00,2.73084e+01,19.470360,0.039856,56,7.10781e+02,8.74549e+00,8.12741e+01,17.618555,0.013883,1.330,0,2,0,1,0,1.851805,0.898521,0.953283,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999983,3684.0,3673.4,3702.8,4.4652,4.4223,4.5201,-1.2623,-1.3521,-1.1823,780.4695,741.8783,818.3747,0.4009,0.3665,0.4371,0.2819,0.2577,0.3076,0.1527,0.1397,0.1666,PHOENIX,5.14823731030,59.34504903314,2.158137,2.279118,-0.3557
0.174529,1925,5.1751851,59.2830188,Gaia DR3 428239957749792000,5.17509171901,59.28301012991,0.002,0.001,123,1636148068921376768,428239957749792000,141601502,2.0535,1.6807,,,,,,,,,-0.4471,,,,,,,,,,221,0,198,23,31.7284,1.7255e+03,14.013,2.2890e+02,3,0,,,,,,,,,26,17,4.737117,37,5.002e-01,3.489e+01,20,11,,0,247,120.52889,2.16427e+00,5.56904e+01,20.484638,0.019690,27,6.12771e+01,8.29736e+00,7.38513e+00,20.870296,0.147043,31,2.06594e+02,1.01828e+01,2.02885e+01,18.960102,0.053648,2.222,0,27,0,31,0,1.910194,0.385658,1.524536,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000006,0.000007,0.999639,,,,,,,,,,,,,,,,,,,,,,,5.17509171901,59.28301012991,2.053524,1.680704,-0.4471
0.281606,1927,5.1822899,59.3105153,Gaia DR3 428241469578269824,5.18231004295,59.31043775458,0.001,0.001,30,1636148068921376768,428241469578269824,162992775,0.9723,1.0349,0.7090,1.3465,0.5266,1.300,-1.222,1.054,-0.445,1.509,0.1091,-0.0570,-0.0430,-0.5083,0.4701,-0.4943,-0.0135,-0.5035,0.3287,-0.2575,133,0,133,0,0.8607,1.6041e+02,0.000,0.0000e+00,95,0,,1.2544,0.2556,-0.217,-0.106,-0.069,0.148,0.137,16,11,2.241228,22,3.964e-02,9.118e+01,0,0,1.052,0,152,88.77193,1.02578e+00,8.65410e+01,20.816677,0.012845,17,3.86913e+01,6.02833e+00,6.41825e+00,21.369509,0.169187,18,8.15638e+01,8.80462e+00,9.26375e+00,19.969152,0.117264,1.355,0,0,0,0,0,1.400356,0.552832,0.847525,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999988,,,,,,,,,,,,,,,,,,,,,,,5.18232068169,59.31043973211,16.938768,24.186791,-0.2056
0.064268,1928,5.11024505,59.3570854,Gaia DR3 428244630679418240,5.11025908539,59.35706904382,0.000,0.000,151,1636148068921376768,428244630679418240,1070744680,0.0203,0.0228,0.3483,0.0294,11.8360,3.196,-3.032,0.026,-1.011,0.032,-0.1834,0.1925,-0.1933,-0.0807,-0.0793,-0.1079,-0.0575,-0.1665,0.1778,-0.3481,480,0,478,2,-0.0959,4.8989e+02,0.000,0.0000e+00,31,0,1.489,,,,,,,,55,27,0.048319,61,1.307e-02,5.010e+01,0,0,0.996,0,505,9455.82828,2.62933e+00,3.59629e+03,15.748118,0.002772,59,4.39852e+03,8.04105e+00,5.47008e+02,16.230276,0.003424,55,7.19191e+03,1.20611e+01,5.96288e+02,15.105785,0.004195,1.226,0,0,0,2,0,1.124491,0.482158,0.642333,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999993,6547.6,6515.5,6580.1,4.1081,4.0601,4.2191,-0.2687,-0.2851,-0.2490,2051.8494,1818.1910,2199.7756,1.2145,1.1949,1.2313,1.0123,0.9954,1.0270,0.5481,0.5389,0.5562,PHOENIX,5.11028552352,59.35707353916,0.420812,0.520126,-0.3351
0.055728,1930,5.1367116,59.349981299999996,Gaia DR3 428244557658399488,5.13672290272,59.34996693229,0.000,0.000,144,1636148068921376768,428244557658399488,1482369474,0.0884,0.0946,0.9344,0.1283,7.2807,3.535,0.711,0.106,-3.463,0.122,-0.2092,0.2901,-0.2067,-0.0521,0.0030,-0.1361,0.0799,-0.2167,0.1878,-0.3706,462,9,460,2,-1.0661,4.4178e+02,0.000,0.0000e+00,31,0,1.333,,,,,,,,54,26,0.188599,61,1.265e-02,6.544e+01,1,0,0.964,0,476,866.08539,1.02999e+00,8.40864e+02,18.343466,0.003043,55,2.45733e+02,6.62737e+00,3.70785e+01,19.362385,0.029415,54,8.99705e+02,5.85364e+00,1.53700e+02,17.362646,0.008011,1.323,0,5,0,3,0,1.999739,1.018919,0.980820,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999980,3691.3,3680.6,3706.0,4.4257,4.4065,4.4590,-1.3580,-1.3882,-1.3008,651.4025,631.3643,672.0837,0.6602,0.6384,0.6897,0.4615,0.4460,0.4825,0.2502,0.2420,0.2616,PHOENIX,5.13671670816,59.34998232351,1.719640,1.946295,-0.3585
0.113912,1931,5.16859895,59.3319887,Gaia DR3 428241602720862976,5.16864334588,59.33196659904,0.000,0.000,138,1636148068921376768,428241602720862976,1107146472,0.2446,0.2506,0.0696,0.3602,0.1933,1.133,0.071,0.306,-1.130,0.338,-0.2228,0.3433,-0.1264,-0.0510,0.0249,-0.1826,0.2471,-0.3121,0.2268,-0.4361,445,0,444,1,0.3272,4.6850e+02,0.000,0.0000e+00,95,0,,1.3986,0.0673,-0.132,0.014,0.008,0.014,-0.015,52,24,0.547191,55,8.591e-03,7.962e+01,0,0,1.010,0,433,218.98226,6.72299e-01,3.25721e+02,19.836344,0.004325,40,7.31749e+01,4.85018e+00,1.50870e+01,20.677637,0.072019,46,1.99890e+02,4.21333e+00,4.74423e+01,18.995916,0.023195,1.247,0,0,0,0,0,1.681721,0.841293,0.840427,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999999,,,,,,,,,,,,,,,,,,,,,,,5.16864272449,59.33197162297,4.932350,5.347881,-0.4269
0.032044,1936,5.13492075,59.3507526,Gaia DR3 428244557662122880,5.13491236359,59.35076040711,0.000,0.000,141,1636148068921376768,428244557662122880,1031006944,0.2538,0.2680,0.3162,0.3673,0.8609,1.290,-1.225,0.305,-0.405,0.352,-0.2416,0.3041,-0.0803,-0.0763,0.0195,-0.1932,0.1613,-0.2424,0.2244,-0.4158,430,0,427,3,2.7029,5.2492e+02,1.298,2.3441e+00,95,0,,1.5429,0.0726,-0.137,0.111,-0.013,-0.060,-0.068,50,24,0.554492,55,2.414e-02,8.262e+01,0,0,1.094,0,433,234.01423,6.89697e-01,3.39300e+02,19.764261,0.004223,47,8.37292e+01,5.19951e+00,1.61033e+01,20.531349,0.067481,46,2.16508e+02,6.09340e+00,3.55315e+01,18.909212,0.030790,1.283,0,1,0,1,0,1.622137,0.767088,0.855049,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999999,,,,,,,,,,,,,,,,,,,,,,,5.13492304242,59.35076220862,4.910730,5.594236,-0.4037
0.089469,1938,5.0030255,59.3484837,Gaia DR3 428244012204120832,5.00306333616,59.34846802972,0.000,0.000,126,1636148068921376768,428244012204120832,1722629112,0.1554,0.1452,0.2368,0.2139,1.1069,2.726,-2.674,0.195,-0.531,0.198,-0.2008,0.3368,-0.2334,-0.0421,-0.0349,-0.1174,0.0856,-0.2711,0.1758,-0.3507,421,0,414,7,1.0270,4.6089e+02,0.509,9.8331e-01,95,0,,1.3773,0.0418,-0.103,0.033,-0.072,0.010,0.027,48,27,0.321012,55,1.386e-02,7.190e+01,0,0,1.035,0,442,466.11282,8.82644e-01,5.28087e+02,19.016140,0.003438,48,1.64490e+02,6.33728e+00,2.59559e+01,19.798197,0.041923,48,4.33735e+02,5.01225e+00,8.65348e+01,18.154835,0.013104,1.283,0,2,0,2,0,1.643362,0.782057,0.861305,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999994,,,,,,,,,,,,,,,,,,,,,,,5.00308664528,59.34847038898,3.167063,3.164407,-0.3404
0.330102,1939,4.9916781,59.3434567,Gaia DR3 428243973542842880,4.99173292291,59.34336936971,0.001,0.000,122,1636148068921376768,428243973542842880,871502384,0.5935,0.5115,0.0622,0.7703,0.0807,1.441,-1.234,0.849,0.745,0.815,-0.2945,0.2066,-0.1248,-0.1101,0.0231,-0.1299,-0.0093,-0.3926,0.1921,-0.4209,281,0,280,1,1.5935,3.2269e+02,0.862,2.6309e-01,95,0,,1.3446,0.1534,0.031,0.055,-0.022,-0.033,0.015,33,24,1.388294,38,1.432e-02,8.326e+01,0,0,1.068,0,306,108.49549,6.91682e-01,1.56857e+02,20.598837,0.007450,22,4.88321e+01,6.96144e+00,7.01465e+00,21.116779,0.154806,30,9.37949e+01,5.73709e+00,1.63489e+01,19.817448,0.066518,1.315,0,0,0,0,0,1.299332,0.517942,0.781389,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999992,,,,,,,,,,,,,,,,,,,,,,,4.99174367599,59.34336606036,13.675800,13.053124,-0.4085
0.363540,1941,5.1796686,59.2885182,Gaia DR3 428241430922058624,5.17958538020,59.28842659617,0.000,0.000,139,1636148068921376768,428241430922058624,699479132,0.3854,0.3974,0.6156,0.5640,1.0914,7.938,-7.461,0.479,-2.710,0.536,-0.2242,0.1194,-0.0678,-0.1048,0.1490,-0.1851,0.1999,-0.1266,0.2269,-0.4275,384,0,383,1,2.2272,4.8238e+02,1.834,2.1783e+00,95,0,,1.2577,0.1161,0.043,0.033,0.015,-0.089,0.024,44,25,0.854818,52,2.575e-02,1.761e+02,0,0,1.081,0,402,145.25969,6.75461e-01,2.15053e+02,20.282003,0.005752,33,4.76949e+01,3.92533e+00,1.21505e+01,21.142363,0.089401,45,1.73249e+02,4.94642e+00,3.50251e+01,19.151220,0.031228,1.521,0,0,0,0,0,1.991142,0.860359,1.130783,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999996,,,,,,,,,,,,,,,,,,,,,,,5.17965030533,59.28843864157,7.704117,8.499625,-0.4156
0.049700,1945,5.0897432,59.36026855,Gaia DR3 428244836837842944,5.08974928317,59.36025509715,0.000,0.000,138,1636148068921376768,428244836837842944,1566989389,0.0593,0.0605,0.1745,0.0841,2.0750,1.994,-1.612,0.075,1.175,0.082,-0.2026,0.2411,-0.2380,-0.0280,-0.0659,-0.0979,0.1210,-0.1318,0.1778,-0.3153,487,0,485,2,1.4245,5.4765e+02,0.094,1.8131e-01,31,0,1.462,,,,,,,,56,27,0.126790,62,2.175e-02,6.111e+01,0,0,1.046,0,506,1549.94905,1.20832e+00,1.28273e+03,17.711573,0.002882,59,6.85805e+02,9.36594e+00,7.32232e+01,18.248041,0.015088,57,1.25115e+03,5.21409e+00,2.39956e+02,17.004620,0.005895,1.250,0,3,0,0,0,1.243422,0.536469,0.706953,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999998,8160.2,8114.7,8198.9,4.3644,4.3602,4.3685,-0.1402,-0.1565,-0.1245,4180.0962,4165.2383,4196.5684,2.3358,2.3170,2.3506,1.9925,1.9748,2.0068,1.0852,1.0750,1.0932,PHOENIX,5.08976333846,59.36024987696,1.217757,1.313688,-0.3073
0.078292,1950,5.077123650000001,59.2468138,Gaia DR3 428242289915401472,5.07711002944,59.24679319763,0.000,0.000,141,1636148068921376768,428242289915401472,905068372,0.0669,0.0715,0.4011,0.0971,4.1312,4.822,4.410,0.090,-1.952,0.098,-0.2952,0.0783,-0.0509,-0.1042,0.0887,-0.1623,0.2075,-0.1932,0.2266,-0.4239,463,0,463,0,0.6327,4.9835e+02,0.148,3.5162e-01,31,0,1.396,,,,,,,,53,26,0.157512,62,5.338e-03,5.984e+01,0,0,1.020,0,490,1315.52984,1.25272e+00,1.05014e+03,17.889616,0.002943,53,4.68924e+02,7.36690e+00,6.36528e+01,18.660786,0.017284,49,1.22680e+03,8.78152e+00,1.39702e+02,17.025961,0.008642,1.289,0,2,0,1,0,1.634825,0.771170,0.863655,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999991,4337.1,4281.3,4407.3,4.8004,4.7541,4.8180,-1.0305,-1.1105,-0.8631,807.1474,778.5458,880.4507,0.7324,0.6439,0.8300,0.5447,0.4775,0.6196,0.2926,0.2565,0.3329,PHOENIX,5.07707170228,59.24680187184,1.447366,1.549047,-0.4144
0.057739,1951,5.181987449999999,59.2931248,Gaia DR3 428241430922073984,5.18196464175,59.29311377353,0.000,0.000,139,1636148068921376768,428241430922073984,937481998,0.0545,0.0562,0.1740,0.0777,2.2402,3.083,-2.577,0.073,-1.692,0.077,-0.2239,0.0624,-0.1608,-0.0944,0.0385,-0.1512,0.1446,-0.0717,0.1906,-0.3666,467,0,465,2,-0.4504,4.6687e+02,0.000,0.0000e+00,31,0,1.363,,,,,,,,54,26,0.121612,62,1.633e-02,7.065e+01,0,0,0.984,0,482,1840.36752,1.40678e+00,1.30821e+03,17.525105,0.002878,54,5.70132e+02,6.63092e+00,8.59808e+01,18.448605,0.012932,55,1.86211e+03,7.72292e+00,2.41115e+02,16.572884,0.005879,1.322,0,10,0,11,0,1.875721,0.923500,0.952221,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999999,,,,,,,,,,,,,,,,,,,,,,,5.18198706723,59.29312129489,1.170375,1.218806,-0.3547
0.104505,1952,5.13954285,59.25821355,Gaia DR3 428242736592033024,5.13954386994,59.25824257453,0.000,0.000,144,1636148068921376768,428242736592033024,1674603399,0.1687,0.1854,0.8888,0.2501,3.5533,9.192,8.223,0.244,-4.106,0.255,-0.3052,0.0330,0.1351,-0.1785,0.1175,-0.2446,0.2338,-0.2706,0.3237,-0.4925,426,0,423,3,1.1878,4.7772e+02,0.674,1.3190e+00,95,0,,1.3639,0.0477,-0.115,0.074,0.051,-0.098,0.028,49,25,0.432666,56,4.239e-03,5.803e+01,0,0,1.041,0,425,381.81949,8.70138e-01,4.38803e+02,19.232721,0.003703,44,9.57468e+01,4.18303e+00,2.28893e+01,20.385733,0.047516,43,4.05624e+02,7.55702e+00,5.36751e+01,18.227587,0.020578,1.313,0,1,0,1,0,2.158146,1.153011,1.005135,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999992,,,,,,,,,,,,,,,,,,,,,,,5.13947237114,59.25826082461,3.892626,4.048393,-0.4813
0.197088,1954,5.0842968,59.3607776,Gaia DR3 428244802478844416,5.08428039173,59.36072349562,0.000,0.000,136,1636148068921376768,428244802478844416,1077657836,0.1977,0.1988,0.3184,0.2853,1.1159,6.169,6.097,0.251,-0.937,0.271,-0.2272,0.3028,-0.1078,-0.0394,-0.0282,-0.1136,0.1666,-0.2820,0.1863,-0.3663,429,0,424,5,-0.7319,4.3219e+02,0.000,0.0000e+00,95,0,,1.2417,0.0545,-0.088,0.120,0.010,-0.040,0.001,50,26,0.429304,55,3.195e-02,1.109e+02,0,0,0.974,0,446,289.35764,7.51258e-01,3.85164e+02,19.533779,0.003942,44,8.18637e+01,5.35057e+00,1.53000e+01,20.555815,0.071018,49,3.03075e+02,6.17682e+00,4.90666e+01,18.544020,0.022448,1.330,0,1,0,1,0,2.011795,1.022036,0.989759,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999996,,,,,,,,,,,,,,,,,,,,,,,5.08422721957,59.36072766063,4.042023,4.308804,-0.3598
0.099550,1955,5.0087474499999995,59.256703900000005,Gaia DR3 428242534725787392,5.00872771773,59.25667815274,0.000,0.000,129,1636148068921376768,428242534725787392,72603924,0.3575,0.3344,-0.6892,0.4718,-1.4608,3.076,-3.040,0.437,0.469,0.449,-0.2908,0.0364,-0.2066,-0.0077,0.1218,-0.0588,0.0606,-0.0477,0.1365,-0.4710,402,0,400,2,4.5750,5.6066e+02,1.804,2.7548e+00,95,0,,1.5402,0.0993,-0.124,0.053,-0.043,-0.050,0.026,45,25,0.745132,53,1.670e-02,1.854e+01,0,0,1.166,0,421,176.17440,7.18821e-01,2.45088e+02,20.072510,0.005217,44,5.74412e+01,5.42986e+00,1.05788e+01,20.940483,0.102672,49,1.76839e+02,6.93506e+00,2.54993e+01,19.128950,0.042747,1.330,0,2,0,3,0,1.811533,0.867973,0.943560,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999998,,,,,,,,,,,,,,,,,,,,,,,5.00875414923,59.25667606634,7.067877,7.169140,-0.4639
0.050102,1957,5.0607175,59.24693415,Gaia DR3 428242500375740800,5.06072519350,59.24692080040,0.000,0.000,142,1636148068921376768,428242500375740800,689076043,0.0323,0.0346,0.4321,0.0476,9.0838,2.748,1.789,0.042,-2.085,0.045,-0.2732,0.0561,-0.1038,-0.0851,0.1245,-0.1458,0.1248,-0.1969,0.2794,-0.4008,465,0,459,6,1.3142,5.1593e+02,0.148,1.6103e+00,31,0,1.446,,,,,,,,53,26,0.072826,61,9.992e-03,4.853e+01,0,0,1.043,0,476,4833.08204,2.27102e+00,2.12816e+03,16.476807,0.002802,57,2.00364e+03,7.74174e+00,2.58810e+02,17.083992,0.005038,53,4.05827e+03,1.06721e+01,3.80269e+02,15.727043,0.004737,1.254,0,2,0,2,0,1.356949,0.607185,0.749763,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999991,5581.0,5524.9,5619.3,4.5055,4.4744,4.5346,-0.3938,-0.4507,-0.3435,1106.3096,1046.4969,1165.4919,1.2099,1.1746,1.2362,0.9669,0.9372,0.9888,0.5244,0.5081,0.5360,MARCS,5.06070964145,59.24693006709,0.680523,0.720108,-0.3899
0.528137,1958,5.0709428,59.2466344,Gaia DR3 428242500366105088,5.07120811889,59.24657857797,0.000,0.000,139,1636148068921376768,428242500366105088,1290267607,0.2032,0.2125,0.8547,0.2855,2.9939,13.780,13.580,0.262,-2.340,0.278,-0.2887,0.0659,-0.0450,-0.1300,0.0857,-0.1710,0.2015,-0.1571,0.2404,-0.3709,438,0,437,1,-0.2211,4.7366e+02,0.000,0.0000e+00,95,0,,1.2046,0.0581,-0.160,0.053,0.093,0.001,0.063,50,26,0.444462,56,2.381e-02,3.803e+01,0,0,0.992,0,445,277.56633,8.16592e-01,3.39908e+02,19.578949,0.004218,41,5.08896e+01,6.20448e+00,8.20207e+00,21.071970,0.132403,46,3.37979e+02,5.90830e+00,5.72042e+01,18.425671,0.019353,1.401,0,1,0,1,0,2.646299,1.493021,1.153278,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999983,,,,,,,,,,,,,,,,,,,,,,,5.07109008746,59.24658897930,4.206031,4.402503,-0.3589
0.081646,1959,5.1843140000000005,59.302559099999996,Gaia DR3 428241465281836800,5.18427085763,59.30255368811,0.000,0.000,146,1636148068921376768,428241465281836800,57142917,0.1313,0.1416,0.4550,0.1917,2.3730,5.376,5.373,0.175,0.178,0.197,-0.1968,0.2713,-0.0989,-0.0315,0.0513,-0.1190,0.1346,-0.1085,0.1647,-0.3969,455,0,450,5,-1.2964,4.4642e+02,0.000,0.0000e+00,95,0,,1.2536,0.0395,-0.020,-0.025,0.026,-0.029,0.044,53,27,0.308028,61,9.049e-03,4.220e+01,0,0,0.956,0,471,464.79239,8.78584e-01,5.29024e+02,19.019218,0.003436,50,1.44226e+02,4.99070e+00,2.88990e+01,19.940933,0.037674,48,4.51798e+02,5.54553e+00,8.14706e+01,18.110535,0.013852,1.282,0,2,0,1,0,1.830399,0.921715,0.908684,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999998,,,,,,,,,,,,,,,,,,,,,,,5.18422407733,59.30255289796,2.808680,3.142025,-0.3903
0.045331,1963,5.18404275,59.299122600000004,Gaia DR3 428241465281826688,5.18402209820,59.29911571645,0.000,0.000,140,1636148068921376768,428241465281826688,902457078,0.1750,0.1826,0.3832,0.2478,1.5463,1.051,-1.047,0.234,-0.089,0.256,-0.2432,0.2320,-0.0159,-0.0901,0.0366,-0.1615,0.1731,-0.1173,0.1658,-0.4419,434,0,431,3,0.0427,4.5840e+02,0.000,0.0000e+00,95,0,,1.2949,0.0515,-0.045,-0.021,0.080,-0.064,0.071,51,26,0.411269,58,2.333e-02,6.093e+01,0,0,1.001,0,443,326.60865,7.45733e-01,4.37970e+02,19.402298,0.003706,45,9.83556e+01,5.25365e+00,1.87214e+01,20.356544,0.058062,47,3.18096e+02,5.52981e+00,5.75238e+01,18.491501,0.019249,1.275,0,1,0,1,0,1.865044,0.954247,0.910797,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999998,,,,,,,,,,,,,,,,,,,,,,,5.18403121033,59.29911611268,3.756423,4.062137,-0.4332
0.064535,1967,5.0808576,59.36117665,Gaia DR3 428244802478420992,5.08087455754,59.36116094427,0.000,0.000,134,1636148068921376768,428244802478420992,266405980,0.1622,0.1603,0.2171,0.2317,0.9367,2.702,-2.696,0.202,-0.185,0.220,-0.2232,0.3692,-0.2152,-0.0132,-0.0722,-0.0698,0.1599,-0.3091,0.1353,-0.3470,439,0,439,0,1.1432,4.8861e+02,0.506,8.0734e-01,31,0,1.374,,,,,,,,51,25,0.344323,56,1.024e-02,7.558e+01,0,0,1.038,0,452,409.19026,8.48615e-01,4.82186e+02,19.157553,0.003558,53,1.41223e+02,4.73935e+00,2.97980e+01,19.963779,0.036543,51,3.55724e+02,4.51015e+00,7.88719e+01,18.370111,0.014275,1.214,0,2,0,0,0,1.593668,0.806227,0.787441,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999997,,,,,,,,,,,,,,,,,,,,,,,5.08089806514,59.36116176701,3.272521,3.490541,-0.3418
0.069708,1969,4.9635658,59.2884656,Gaia DR3 428243393723528576,4.96357772511,59.28844721943,0.000,0.000,142,1636148068921376768,428243393723528576,1665015683,0.4204,0.4421,-0.6687,0.6223,-1.0745,0.610,0.234,0.564,-0.564,0.631,-0.2056,0.1941,-0.0855,-0.0647,0.0919,-0.1397,0.0073,-0.2546,0.2150,-0.4605,359,0,356,3,1.1610,4.0662e+02,1.003,5.0377e-01,95,0,,1.2976,0.1283,0.086,0.125,0.028,-0.132,0.042,41,26,1.012129,47,3.128e-02,7.150e+01,0,0,1.043,0,392,127.35356,6.97083e-01,1.82695e+02,20.424839,0.006551,35,4.36116e+01,3.99970e+00,1.09037e+01,21.239536,0.099614,41,1.27994e+02,6.83893e+00,1.87155e+01,19.479919,0.058136,1.347,0,0,0,1,0,1.759617,0.814697,0.944920,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999997,,,,,,,,,,,,,,,,,,,,,,,4.96357569303,59.28844972542,9.073644,10.098441,-0.4493
